X,Y,DUSTBIN_ID,SUB_ZONE,CAPACITY,PERMANENT,LOCALITY,WARD_ID,TYPE,LATITUDE,LONGITUDE,TIME_ST,Ward,Zone
699625.4435,2800410.316,D0417,Dashaswamedh,1.1,Temporary,"D59/76B-1, Sigra - Mahmoorganj Rd, Sigra, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30692,82.98296,07-06-2018,Sigra,Dashaswamedh
703887.3869,2803041.371,D0418,Adampur,1.1,Temporary,"A36/50D2, Golgadda Rd, Ganga Nagar Colony, Aalampura, Varanasi, Uttar Pradesh 221001, India",W008,Dustbin,25.33009,83.02567,07-06-2018,Rajghat,Adampur
699821.5626,2801109.044,D0419,Dashaswamedh,1.1,Temporary,"C33/360-A-8, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.3132,82.98501,07-06-2018,Shivpurwa,Dashaswamedh
700310.787,2800718.53,D0420,Dashaswamedh,1.1,Temporary,"D58/33-A, Rathyatra Sigra Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30961,82.98981,07-06-2018,Sigra,Dashaswamedh
700201.0107,2801260.929,D0421,Chetganj,1.1,Temporary,"Sigra Chauraha Rd, Chhittupura, Chetganj, Varanasi, Uttar Pradesh 221002, India",W002,Dustbin,25.31452,82.9888,07-06-2018,Chhittupur,Dashaswamedh
699553.1572,2800258.559,D0422,Dashaswamedh,1.1,Temporary,"D59/71C, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30556,82.98222,07-06-2018,Sigra,Dashaswamedh
699274.5937,2800161.369,D0423,Dashaswamedh,1.1,Temporary,"Mahmoorganj Road, Shivpurwa, Varanasi 221010, India",W019,Dustbin,25.30472,82.97944,07-06-2018,Tulsipur,Dashaswamedh
701578.3059,2805598.279,D0424,Sarnath,1.1,Temporary,"Morya Vihar, Varanasi, UP, India",W016,Dustbin,25.35348,83.00312,07-06-2018,Pandeypur,Varunapar
700486.9097,2800456.334,D0425,Dashaswamedh,1.1,Temporary,"Rath Yatra Chauraha, Rathyatra, Varanasi 221010, India",W032,Dustbin,25.30722,82.99152,07-06-2018,Sigra,Dashaswamedh
700201.5641,2801427.138,D0426,Chetganj,1.1,Temporary,"Sajan Tiraha, Sigra, Varanasi 221010, India",W002,Dustbin,25.31602,82.98883,07-06-2018,Chhittupur,Dashaswamedh
700019.558,2800593.435,D0427,Dashaswamedh,1.1,Temporary,"Smith School Rd, Sampoornanand Nagar Colony, Sigra, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30852,82.9869,07-06-2018,Sigra,Dashaswamedh
699626.3848,2800414.762,D0428,Dashaswamedh,1.1,Temporary,"D59/76B-1, Sigra - Mahmoorganj Rd, Sigra, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30696,82.98297,07-06-2018,Tulsipur,Dashaswamedh
702036.6204,2805986.31,D0429,Sarnath,1.1,Temporary,"Paharia, Varanasi, UP, India",W026,Dustbin,25.35692,83.00773,07-06-2018,Paharia,Varunapar
700195.1959,2801177.743,D0430,Dashaswamedh,1.1,Temporary,"Sigra Chauraha Rd, Chhittupura, Chetganj, Varanasi, Uttar Pradesh 221002, India",W004,Dustbin,25.31377,82.98873,07-06-2018,Shivpurwa,Dashaswamedh
699904.2329,2801171.21,D0431,Dashaswamedh,1.1,Temporary,"Chhittupura, Varanasi, Uttar Pradesh, India",W004,Dustbin,25.31375,82.98584,07-06-2018,Shivpurwa,Dashaswamedh
699800.6133,2805441.028,D0432,Sarnath,1.1,Temporary,"Pandit D Upadhyay Mental Hospital Road, Pandeypur, Varanasi 221007, India",W016,Dustbin,25.3523,82.98544,07-06-2018,Pandeypur,Varunapar
698767.7891,2799968.857,D0433,Dashaswamedh,1.1,Temporary,"Siddha Complex, Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30305,82.97438,07-06-2018,Tulsipur,Dashaswamedh
701108.3764,2799305.502,D0434,Bhelupur,1.1,Temporary,"Sarnath, Varanasi, UP, India",W045,Dustbin,25.29675,82.99752,07-06-2018,Bhelupur,Bhelupur
699926.2534,2801180.4,D0435,Dashaswamedh,1.1,Temporary,"Chhittupura, Varanasi, Uttar Pradesh, India",W004,Dustbin,25.31383,82.98606,07-06-2018,Shivpurwa,Dashaswamedh
700442.0958,2801980.283,D0436,Chetganj,1.1,Temporary,"Chetganj Road, Badshahbag Colony, Kashi Vidyapith, Chetganj, Varanasi, Uttar Pradesh 221002, India",W041,Dustbin,25.32098,82.9913,07-06-2018,Lallapura Khurd,Dashaswamedh
701553.4627,2798707.17,D0437,Bhelupur,1.1,Temporary,"Assi Chauraha, Varanasi, UP, India",W055,Dustbin,25.29129,83.00185,07-06-2018,Bhaidani,Bhelupur
699696.531,2800302.785,D0438,Bhelupur,1.1,Temporary,"D59/60, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30594,82.98365,07-06-2018,Raneepur,Bhelupur
700330.7417,2800663.426,D0439,Dashaswamedh,1.1,Temporary,"D58/35, Rathyatra Sigra Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30911,82.99,07-06-2018,Sigra,Dashaswamedh
698341.6821,2798739.367,D0440,Nagwa,1.1,Temporary,"Manduwadih Rd, Jjanki Nagar, Varanasi, Uttar Pradesh 221005, India",W059,Dustbin,25.29201,82.96997,07-06-2018,Raneepur,Bhelupur
699149.5764,2806368.75,D0441,Sikraul,1.1,Temporary,"S-25/50-K, Sindhora Rd, VDA Colony, Varanasi, Uttar Pradesh 221003, India",W006,Dustbin,25.36076,82.97911,07-06-2018,Sarsauli,Varunapar
700080.4724,2800628.687,D0442,Dashaswamedh,1.1,Temporary,"D 59/98 A-14, Sigra - Mahmoorganj Rd, Sampoornanand Nagar Colony, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30883,82.98751,07-06-2018,Sigra,Dashaswamedh
700201.1222,2801185.587,D0443,Dashaswamedh,1.1,Temporary,"Sigra Chauraha Rd, Chhittupura, Chetganj, Varanasi, Uttar Pradesh 221002, India",W032,Dustbin,25.31384,82.98879,07-06-2018,Sigra,Dashaswamedh
699964.7951,2801162.136,D0444,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31366,82.98644,07-06-2018,Shivpurwa,Dashaswamedh
700471.0709,2802266.579,D0445,Chetganj,1.1,Temporary,"Fatman Road, Kashi Vidyapith, Chetganj, Varanasi, Uttar Pradesh 221002, India",W024,Dustbin,25.32356,82.99163,07-06-2018,Habibpura,Dashaswamedh
699854.747,2800976.576,D0446,Dashaswamedh,1.1,Temporary,"D59/143-17, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.312,82.98532,07-06-2018,Shivpurwa,Dashaswamedh
699935.1692,2800986.632,D0447,Dashaswamedh,1.1,Temporary,"D59/107-F, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31208,82.98612,07-06-2018,Shivpurwa,Dashaswamedh
699965.802,2801162.151,D0448,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31366,82.98645,07-06-2018,Shivpurwa,Dashaswamedh
701072.4695,2802658.91,D0449,Chetganj,1.1,Temporary,"C27/74, Das Nagar Colony, Jagatganj, Chaukaghat, Varanasi, Uttar Pradesh 221002, India",W037,Dustbin,25.32702,82.99766,07-06-2018,Jagatganj,Dashaswamedh
700172.8361,2800716.482,D0450,Dashaswamedh,1.1,Temporary,"D51, Sigra - Mahmoorganj Rd, Sigra, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30961,82.98844,07-06-2018,Sigra,Dashaswamedh
699852.6511,2800982.085,D0451,Dashaswamedh,1.1,Temporary,"D59/143-17, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31205,82.9853,07-06-2018,Shivpurwa,Dashaswamedh
701425.8803,2799223.813,D0452,Bhelupur,1.1,Temporary,"Bhelupur, Varanasi, UP, India",W014,Dustbin,25.29597,83.00066,07-06-2018,Nawabganj,Bhelupur
699969.7639,2801166.642,D0453,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.3137,82.98649,07-06-2018,Shivpurwa,Dashaswamedh
699625.3779,2800414.747,D0454,Dashaswamedh,1.1,Temporary,"D59/76B-1, Sigra - Mahmoorganj Rd, Sigra, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30696,82.98296,07-06-2018,Tulsipur,Dashaswamedh
699620.4087,2800410.242,D0455,Dashaswamedh,1.1,Temporary,"D59/76B-1, Sigra - Mahmoorganj Rd, Sigra, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30692,82.98291,07-06-2018,Tulsipur,Dashaswamedh
699847.5015,2800989.765,D0456,Dashaswamedh,1.1,Temporary,"D59/143-17, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31212,82.98525,07-06-2018,Shivpurwa,Dashaswamedh
700194.9657,2801193.251,D0457,Dashaswamedh,1.1,Temporary,"Sigra Chauraha Rd, Chhittupura, Chetganj, Varanasi, Uttar Pradesh 221002, India",W004,Dustbin,25.31391,82.98873,07-06-2018,Shivpurwa,Dashaswamedh
699992.6059,2801120.444,D0458,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31328,82.98671,07-06-2018,Shivpurwa,Dashaswamedh
698858.9088,2805668.626,D0459,Sikraul,1.1,Temporary,"S-25/55, Sindhora Rd, VDA Colony, Varanasi, Uttar Pradesh 221003, India",W006,Dustbin,25.35448,82.97612,07-06-2018,Sarsauli,Varunapar
699745.6466,2800182.74,D0460,Bhelupur,1.1,Temporary,"B38/2A-54, Gopal Vihar Colony, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30485,82.98412,07-06-2018,Raneepur,Bhelupur
700209.1301,2800917.569,D0461,Dashaswamedh,1.1,Temporary,"Sigra Chauraha Rd, Sigra, Varanasi, Uttar Pradesh 221001, India",W004,Dustbin,25.31142,82.98883,07-06-2018,Shivpurwa,Dashaswamedh
699669.0143,2804674.551,D0462,Sikraul,1.1,Temporary,"Police Line Chauraha, DIG Colony, Varanasi, Uttar Pradesh 221002, India",W038,Dustbin,25.3454,82.98402,07-06-2018,Dithori Mahal,Varunapar
698770.7775,2799971.117,D0463,Dashaswamedh,1.1,Temporary,"Siddha Complex, Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30307,82.97441,07-06-2018,Tulsipur,Dashaswamedh
699622.3898,2800412.487,D0464,Dashaswamedh,1.1,Temporary,"D59/76B-1, Sigra - Mahmoorganj Rd, Sigra, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30694,82.98293,07-06-2018,Tulsipur,Dashaswamedh
699930.511,2801164.951,D0465,Dashaswamedh,1.1,Temporary,"Chhittupura, Varanasi, Uttar Pradesh, India",W004,Dustbin,25.31369,82.9861,07-06-2018,Shivpurwa,Dashaswamedh
700050.1553,2800975.042,D0466,Dashaswamedh,1.1,Temporary,"Kashi Vidyapeeth, Varanasi, UP, India",W004,Dustbin,25.31196,82.98726,07-06-2018,Shivpurwa,Dashaswamedh
699970.8037,2801164.441,D0467,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31368,82.9865,07-06-2018,Shivpurwa,Dashaswamedh
701133.0411,2802716.322,D0468,Chetganj,1.1,Temporary,"C27/74, Das Nagar Colony, Jagatganj, Chaukaghat, Varanasi, Uttar Pradesh 221002, India",W037,Dustbin,25.32753,82.99827,07-06-2018,Jagatganj,Dashaswamedh
699697.456,2800308.339,D0469,Dashaswamedh,1.1,Temporary,"D59/60, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30599,82.98366,07-06-2018,Sigra,Dashaswamedh
699986.5316,2801122.57,D0470,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.3133,82.98665,07-06-2018,Shivpurwa,Dashaswamedh
699822.5695,2801109.059,D0471,Dashaswamedh,1.1,Temporary,"C33/360-A-8, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.3132,82.98502,07-06-2018,Shivpurwa,Dashaswamedh
700587.5832,2800256.174,D0472,Bhelupur,1.1,Temporary,"Kamachha Road, Vinayaka, Varanasi 221010, India",W027,Dustbin,25.3054,82.99249,07-06-2018,Virdopur,Bhelupur
701823.4849,2799578.778,D0473,Bhelupur,1.1,Temporary,"Sonarpura, Varanasi, UP, India",W063,Dustbin,25.29912,83.00466,07-06-2018,Baaghada,Bhelupur
700482.0965,2800644.623,D0474,Dashaswamedh,1.1,Temporary,"D58/27, Jahumandi, Varanasi, Uttar Pradesh 221001, India",W032,Dustbin,25.30892,82.9915,07-06-2018,Sigra,Dashaswamedh
702014.6758,2800667.492,D0475,Dashaswamedh,1.1,Temporary,"Godowlia, Varanasi 221001, India",W069,Dustbin,25.30892,83.00672,07-06-2018,Jangambadi,Dashaswamedh
700194.0903,2801184.374,D0476,Dashaswamedh,1.1,Temporary,"Sigra Chauraha Rd, Chhittupura, Chetganj, Varanasi, Uttar Pradesh 221002, India",W004,Dustbin,25.31383,82.98872,07-06-2018,Shivpurwa,Dashaswamedh
699955.6179,2801169.756,D0477,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31373,82.98635,07-06-2018,Shivpurwa,Dashaswamedh
698711.2401,2800594.04,D0478,Dashaswamedh,1.1,Temporary,"D59/261-6A-KH, Jai Prakash Nagar, Shivpurwa, Varanasi, Uttar Pradesh 221010, India",W003,Dustbin,25.3087,82.97391,07-06-2018,Lahartara,Dashaswamedh
701223.376,2802601.329,D0479,Chetganj,1.1,Temporary,"S10/55MP, Jagatganj, Chaukaghat, Varanasi, Uttar Pradesh 221002, India",W037,Dustbin,25.32648,82.99915,07-06-2018,Jagatganj,Dashaswamedh
699822.5203,2801112.383,D0480,Dashaswamedh,1.1,Temporary,"C33/360-A-8, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31323,82.98502,07-06-2018,Shivpurwa,Dashaswamedh
700204.4626,2801299.761,D0481,Chetganj,1.1,Temporary,"D 64/149 C, Vidyapeeth Rd, Madhopur, Sigra, Varanasi, Uttar Pradesh 221001, India",W002,Dustbin,25.31487,82.98884,07-06-2018,Chhittupur,Dashaswamedh
699983.3533,2800318.114,D0482,Dashaswamedh,1.1,Temporary,"Usha Gupta Ln, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30604,82.9865,07-06-2018,Sigra,Dashaswamedh
699935.2021,2800984.417,D0483,Dashaswamedh,1.1,Temporary,"D59/107-F, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31206,82.98612,07-06-2018,Shivpurwa,Dashaswamedh
701779.2271,2806433.413,D0484,Sarnath,1.1,Temporary,"Aktha Road, Paharia, Varanasi, Uttar Pradesh. 2 m from Rajvaidya Sharat Kumar Mishra pin-221007 (India)",W030,Dustbin,25.36099,83.00524,07-06-2018,Akatha,Varunapar
700167.8671,2800711.976,D0485,Dashaswamedh,1.1,Temporary,"D51, Sigra - Mahmoorganj Rd, Sigra, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30957,82.98839,07-06-2018,Sigra,Dashaswamedh
700139.2112,2803252.203,D0486,Sikraul,1.1,Temporary,"Nadesar, Varanasi, UP, India",W018,Dustbin,25.3325,82.98848,07-06-2018,Nadesar,Varunapar
700398.0769,2801554.154,D0487,Chetganj,1.1,Temporary,"C19/135-7, Lallapura Rd, Gulab Bagh Colony, Chetganj, Varanasi, Uttar Pradesh 221001, India",W041,Dustbin,25.31714,82.9908,07-06-2018,Lallapura Khurd,Dashaswamedh
699968.757,2801166.627,D0488,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.3137,82.98648,07-06-2018,Shivpurwa,Dashaswamedh
699974.8149,2801165.608,D0489,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31369,82.98654,07-06-2018,Shivpurwa,Dashaswamedh
701204.5087,2799275.911,D0490,Bhelupur,1.1,Temporary,"Sarnath, Varanasi, UP, India",W045,Dustbin,25.29647,82.99847,07-06-2018,Bhelupur,Bhelupur
699986.1373,2801149.156,D0491,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31354,82.98665,07-06-2018,Shivpurwa,Dashaswamedh
700531.3294,2803022.029,D0492,Sikraul,1.1,Temporary,"Chhattarpur, Durgakund, Varanasi, UP, India",W037,Dustbin,25.33037,82.99234,07-06-2018,Jagatganj,Varunapar
700206.2954,2801311.976,D0493,Chetganj,1.1,Temporary,"D 64/149 C, Vidyapeeth Rd, Madhopur, Sigra, Varanasi, Uttar Pradesh 221001, India",W002,Dustbin,25.31498,82.98886,07-06-2018,Chhittupur,Dashaswamedh
698653.9307,2798945.613,D0494,Nagwa,1.1,Temporary,"N-10/53-J-213, Sri Ram Nagar Colony, Kakarmata, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.29383,82.9731,07-06-2018,Raneepur,Bhelupur
699860.7393,2800979.989,D0495,Dashaswamedh,1.1,Temporary,"D59/143-17, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31203,82.98538,07-06-2018,Shivpurwa,Dashaswamedh
699957.6482,2801168.678,D0496,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31372,82.98637,07-06-2018,Shivpurwa,Dashaswamedh
700044.2124,2800968.305,D0497,Dashaswamedh,1.1,Temporary,"Kashi Vidyapeeth, Varanasi, UP, India",W032,Dustbin,25.3119,82.9872,07-06-2018,Sigra,Dashaswamedh
701408.3216,2797835.218,D0498,Bhelupur,1.1,Temporary,"Sankat Mochan Marg, Durgakund, Varanasi 221005, India",W014,Dustbin,25.28344,83.00028,07-06-2018,Nawabganj,Bhelupur
699903.1931,2801173.41,D0499,Dashaswamedh,1.1,Temporary,"Chhittupura, Varanasi, Uttar Pradesh, India",W004,Dustbin,25.31377,82.98583,07-06-2018,Shivpurwa,Dashaswamedh
699269.092,2798897.066,D0500,Nagwa,1.1,Temporary,"Bajardiha Road, Vinayaka, Varanasi 221010, India",W048,Dustbin,25.29331,82.9792,07-06-2018,Bajardiha,Bhelupur
699828.6657,2801173.414,D0501,Dashaswamedh,1.1,Temporary,"Rupapur, Varanasi Sub-District, UP, India",W004,Dustbin,25.31378,82.98509,07-06-2018,Shivpurwa,Dashaswamedh
701915.6767,2800485.404,D0502,Dashaswamedh,1.1,Temporary,"Rewari Talab, Varanasi, UP, India",W069,Dustbin,25.30729,83.00571,07-06-2018,Jangambadi,Dashaswamedh
699936.4867,2801169.472,D0503,Dashaswamedh,1.1,Temporary,"Chhittupura, Varanasi, Uttar Pradesh, India",W004,Dustbin,25.31373,82.98616,07-06-2018,Shivpurwa,Dashaswamedh
700430.5748,2800587.349,D0504,Dashaswamedh,1.1,Temporary,"Chittanpura, Varanasi, UP, India",W032,Dustbin,25.30841,82.99098,07-06-2018,Sigra,Dashaswamedh
698363.8564,2798669.889,D0505,Nagwa,1.1,Temporary,"Manduwadih Rd, Jjanki Nagar, Varanasi, Uttar Pradesh 221005, India",W059,Dustbin,25.29138,82.97018,07-06-2018,Raneepur,Bhelupur
700393.0919,2801550.756,D0506,Chetganj,1.1,Temporary,"C19/135-7, Lallapura Rd, Gulab Bagh Colony, Chetganj, Varanasi, Uttar Pradesh 221001, India",W041,Dustbin,25.31711,82.99075,07-06-2018,Lallapura Khurd,Dashaswamedh
699974.7984,2801166.716,D0507,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.3137,82.98654,07-06-2018,Shivpurwa,Dashaswamedh
698693.5656,2799947.82,D0508,Dashaswamedh,1.1,Temporary,"Manduadih Flyover, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30287,82.97364,07-06-2018,Tulsipur,Dashaswamedh
699701.5003,2800307.29,D0509,Bhelupur,1.1,Temporary,"D59/60, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30598,82.9837,07-06-2018,Raneepur,Bhelupur
699966.8253,2801161.058,D0510,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31365,82.98646,07-06-2018,Shivpurwa,Dashaswamedh
699153.4199,2800114.152,D0511,Bhelupur,1.1,Temporary,"D63/7A-4, Mahmoorganj Rd, Shivaji Nagar Colony, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30431,82.97823,07-06-2018,Raneepur,Bhelupur
699692.4868,2800303.833,D0512,Bhelupur,1.1,Temporary,"D59/60, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30595,82.98361,07-06-2018,Raneepur,Bhelupur
699955.7001,2801164.217,D0513,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31368,82.98635,07-06-2018,Shivpurwa,Dashaswamedh
700343.6546,2800404.345,D0514,Dashaswamedh,1.1,Temporary,"B37/116A, Rathyatra - Mahmoorganj Rd, Khanna villa Colony, Bhelupur, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30677,82.99009,07-06-2018,Sigra,Dashaswamedh
699931.4851,2801167.182,D0515,Dashaswamedh,1.1,Temporary,"Chhittupura, Varanasi, Uttar Pradesh, India",W004,Dustbin,25.31371,82.98611,07-06-2018,Shivpurwa,Dashaswamedh
699902.1698,2801174.503,D0516,Dashaswamedh,1.1,Temporary,"Chhittupura, Varanasi, Uttar Pradesh, India",W004,Dustbin,25.31378,82.98582,07-06-2018,Shivpurwa,Dashaswamedh
700207.1656,2800914.216,D0517,Dashaswamedh,1.1,Temporary,"Sigra Chauraha Rd, Sigra, Varanasi, Uttar Pradesh 221001, India",W004,Dustbin,25.31139,82.98881,07-06-2018,Shivpurwa,Dashaswamedh
702027.5339,2800683.197,D0518,Dashaswamedh,1.1,Temporary,"Godowlia, Varanasi 221001, India",W069,Dustbin,25.30906,83.00685,07-06-2018,Jangambadi,Dashaswamedh
698586.3628,2799498.613,D0519,Bhelupur,1.1,Temporary,"Kakarmatta, Varanasi, UP, India",W059,Dustbin,25.29883,82.97251,07-06-2018,Raneepur,Bhelupur
701839.5742,2800253.798,D0520,Dashaswamedh,1.1,Temporary,"Bhu Road, Rewari Talab, Varanasi 221001, India",W083,Dustbin,25.30521,83.00492,07-06-2018,Madanpura,Dashaswamedh
700980.1226,2800071.44,D0521,Bhelupur,1.1,Temporary,"Kamachha Road, Guru Bagh, Kamachha, Varanasi 221010, India",W027,Dustbin,25.30368,82.99636,07-06-2018,Virdopur,Bhelupur
700326.4753,2805082.092,D0522,Sikraul,1.1,Temporary,"4/4, Police Line Rd, Khajuri Police Colony, Pandeypur, Khajuri Colony, Varanasi, Uttar Pradesh 221002, India",W034,Dustbin,25.34899,82.99061,07-06-2018,Khajuri,Varunapar
699828.1677,2801139.058,D0523,Dashaswamedh,1.1,Temporary,"C33/360-A-8, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31347,82.98508,07-06-2018,Shivpurwa,Dashaswamedh
701150.6711,2802614.648,D0524,Chetganj,1.1,Temporary,"C27/170A, Jagatganj, Chaukaghat, Varanasi, Uttar Pradesh 221002, India",W037,Dustbin,25.32661,82.99843,07-06-2018,Jagatganj,Dashaswamedh
700429.5843,2800586.226,D0525,Dashaswamedh,1.1,Temporary,"Chittanpura, Varanasi, UP, India",W032,Dustbin,25.3084,82.99097,07-06-2018,Sigra,Dashaswamedh
700459.2416,2800420.467,D0526,Bhelupur,1.1,Temporary,"Rathyatra, Varanasi, UP, India",W027,Dustbin,25.3069,82.99124,07-06-2018,Virdopur,Bhelupur
699960.6032,2801173.154,D0527,Chetganj,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W002,Dustbin,25.31376,82.9864,07-06-2018,Chhittupur,Dashaswamedh
699824.3699,2801123.49,D0528,Dashaswamedh,1.1,Temporary,"C33/360-A-8, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31333,82.98504,07-06-2018,Shivpurwa,Dashaswamedh
700106.8059,2801229.615,D0529,Chetganj,1.1,Temporary,"Hero (US HERO), Vidyapeeth Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W002,Dustbin,25.31425,82.98786,07-06-2018,Chhittupur,Dashaswamedh
699953.637,2801167.51,D0530,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31371,82.98633,07-06-2018,Shivpurwa,Dashaswamedh
698343.082,2798644.1,D0531,Nagwa,1.1,Temporary,"DLW Rd, Jjanki Nagar, Varanasi, Uttar Pradesh 221004, India",W059,Dustbin,25.29115,82.96997,07-06-2018,Raneepur,Bhelupur
699983.3583,2801064.907,D0532,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31278,82.98661,07-06-2018,Shivpurwa,Dashaswamedh
701422.7434,2799231.523,D0533,Bhelupur,1.1,Temporary,"Bhelupur, Varanasi, UP, India",W014,Dustbin,25.29604,83.00063,07-06-2018,Nawabganj,Bhelupur
700307.5377,2801886.318,D0534,Chetganj,1.1,Temporary,"C19/110-G, Kashi Vidyapith, Chetganj, Varanasi, Uttar Pradesh 221001, India",W041,Dustbin,25.32015,82.98995,07-06-2018,Lallapura Khurd,Dashaswamedh
699823.5436,2801111.29,D0535,Dashaswamedh,1.1,Temporary,"C33/360-A-8, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31322,82.98503,07-06-2018,Shivpurwa,Dashaswamedh
701028.1502,2798334.802,D0536,Bhelupur,1.1,Temporary,"Jawahar Nagar Colony, Bhelupur, Varanasi, UP, India",W014,Dustbin,25.288,82.99658,07-06-2018,Nawabganj,Bhelupur
699700.4605,2800309.491,D0537,Dashaswamedh,1.1,Temporary,"D59/60, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.306,82.98369,07-06-2018,Sigra,Dashaswamedh
