X,Y,LM_ID,CLASS,SUB_CLASS,WRD_ID,RD_ID,LOCALITY,LM_CODE,LM_DESC,TIME_ST,Ward,Zone,Landmark_T
700977.2282,2807023.508,LM4330,6,06-Jan,W035,303049262,Ramreypur,21,Tripathi Bhavan,13-11-2018,Ramareypur,Varunapar,Residential
700856.416,2807058.218,LM4331,10,10-Jan,W035,303049360,Ramarepur,10,Kanak Convent School,17-11-2018,Ramareypur,Varunapar,Education
700891.5784,2807080.488,LM4332,6,06-Jan,W035,303049513,Ramreypur,21,Asha Sadan,13-11-2018,Ramareypur,Varunapar,Residential
701116.2577,2807045.652,LM4333,6,06-Jan,W035,303049324,Ramreypur,21,Asha Niyam,14-11-2018,Ramareypur,Varunapar,Residential
701362.9586,2807082.303,LM4334,16,16-Jan,W035,303049614,Ramreypur,3,Hindu Temple,15-11-2018,Ramareypur,Varunapar,Religious Structures
701665.7016,2807087.075,LM4335,6,06-Jan,W035,303049657,Ramarepur,21,Drim Villa,16-11-2018,Ramareypur,Varunapar,Residential
701664.1808,2807073.814,LM4336,6,06-Jan,W035,303049657,Ramarepur,21,Diveya Bhawan,16-11-2018,Ramareypur,Varunapar,Residential
700962.5596,2807071.808,LM4337,6,06-Jan,W035,303049449,Ramreypur,21,Chandrvat Bhavan,13-11-2018,Ramareypur,Varunapar,Residential
700906.8721,2807117.091,LM4338,6,06-Jan,W035,303049667,Ramreypur,21,Shishram Bhawan,13-11-2018,Ramareypur,Varunapar,Residential
701578.0412,2807099.475,LM4339,6,06-Jan,W035,303049659,Ramarepur,21,Tara Kunj,16-11-2018,Ramareypur,Varunapar,Religious Structures
701790.1582,2807090.398,LM4340,16,16-Jan,W035,303049682,Ramarepur,3,Shri Vijay Karan Hanuman Mandir,17-11-2018,Ramareypur,Varunapar,Religious Structures
701574.5451,2807123.018,LM4341,6,06-Jan,W035,303049659,Ramarepur,21,Anita Kunj,16-11-2018,Ramareypur,Varunapar,Religious Structures
701199.6729,2807262.919,LM4342,6,06-Jan,W035,303050259,Ramarepur,21,Prbha Bhawan,16-11-2018,Ramareypur,Varunapar,Residential
701166.4361,2807267.703,LM4343,6,06-Jan,W035,303050259,Ramarepur,21,Gupta Bhawan,16-11-2018,Ramareypur,Varunapar,Residential
701626.8457,2807306.6,LM4344,6,06-Jan,W035,303050529,Ramarepur,21,Singhal Sadan,17-11-2018,Ramareypur,Varunapar,Residential
701559.5915,2807320.713,LM4345,6,06-Jan,W035,303050568,Ramarepur,21,Shree Kunj,17-11-2018,Ramareypur,Varunapar,Religious Structures
701585.3888,2807360.126,LM4346,6,06-Jan,W035,303050569,Ramarepur,6,Dhanwanti Dham,17-11-2018,Ramareypur,Varunapar,Residential
701588.577,2807377.873,LM4347,6,06-Jan,W035,303050569,Ramarepur,21,Tapeswari Niwas,17-11-2018,Ramareypur,Varunapar,Residential
701157.4361,2807268.989,LM4348,6,06-Jan,W035,303050258,Ramarepur,21,Bella Kunj,16-11-2018,Ramareypur,Varunapar,Religious Structures
701099.4662,2807284.703,LM4349,6,06-Jan,W035,303050293,Ramarepur,21,Geeta Bhawan,16-11-2018,Ramareypur,Varunapar,Residential
701093.1298,2807284.231,LM4350,6,06-Jan,W035,303050293,Ramarepur,21,Patel Bhawan,16-11-2018,Ramareypur,Varunapar,Residential
701155.2392,2807230.285,LM4351,17,17-Feb,W035,303050107,Ramarepur,21,Dr. Ambedker Park,16-11-2018,Ramareypur,Varunapar,Park/Garden
701672.2663,2807309.281,LM4352,6,06-Jan,W035,303050494,Ramarepur,21,Jayant Nilyam,17-11-2018,Ramareypur,Varunapar,Residential
701557.0355,2807271.612,LM4353,6,06-Jan,W035,303050568,Ramarepur,21,Abhishek Villa,17-11-2018,Ramareypur,Varunapar,Residential
701555.218,2807288.543,LM4354,6,06-Jan,W035,303050568,Ramarepur,21,Ashtha Sadan,17-11-2018,Ramareypur,Varunapar,Residential
701647.9436,2807458.619,LM4355,6,06-Jan,W035,303050850,Ramarepur,21,Savitry Sadan,17-11-2018,Ramareypur,Varunapar,Residential
701674.913,2807453.37,LM4356,6,06-Jan,W035,303050841,Ramarepur,21,Mirdul Niwas,17-11-2018,Ramareypur,Varunapar,Residential
699897.647,2806940.893,LM4357,16,16-Jan,W035,303048912,Anaula,3,Daitra Veer Baba Mandir,01-05-2019,Ramareypur,Varunapar,Religious Structures
700762.5561,2807069.464,LM4358,6,06-Jan,W035,303049470,Ramarepur,21,Sarda Niwas,17-11-2018,Ramareypur,Varunapar,Residential
701739.5185,2807182.768,LM4359,17,17-Feb,W035,303049815,Ramarepur,8,Park,19-11-2018,Ramareypur,Varunapar,Park/Garden
701311.5283,2806932.083,LM4360,6,06-Jan,W035,303049052,Ramreypur,21,Brise Dham,15-11-2018,Ramareypur,Varunapar,Religious Structures
701254.8484,2807031.495,LM4361,6,06-Jan,W035,303049230,Ramreypur,21,Monarama Niwas,14-11-2018,Ramareypur,Varunapar,Residential
700557.3686,2806255.789,LM4362,15,15-31,W035,302045796,Lalpur Road Pandeypur,21,SBI ATM,31-10-2018,Ramareypur,Varunapar,ATM
701729.0982,2806326.193,LM4363,16,16-Jan,W035,303046353,Ramreypur,3,Chitragupta Temple,19-11-2018,Ramareypur,Varunapar,Religious Structures
701770.8915,2806258.475,LM4364,10,10-Jan,W035,303045581,Akatha,10,Eden Garden School,11-09-2018,Ramareypur,Varunapar,Education
700916.0359,2806354.919,LM4365,16,16-Jan,W035,302046089,Ramrepur Pandeypur,3,Radha Krishna Gopal Bhaiya Mandir,09-11-2018,Ramareypur,Varunapar,Religious Structures
700946.0394,2806372.064,LM4366,5,05-May,W035,303046042,Ramrepur Pandeypur,21,Kund,09-11-2018,Ramareypur,Varunapar,Ponds/Kunds//Lake
700884.7038,2806369.753,LM4367,5,05-May,W035,303046235,Ramrepur Pandeypur,21,Kund,09-11-2018,Ramareypur,Varunapar,Ponds/Kunds//Lake
700910.945,2806436.417,LM4368,7,07-Feb,W035,303046551,Ramrepur Pandeypur,21,Raj Gharana Marble,09-11-2018,Ramareypur,Varunapar,Commercial / Non-Residential
701689.9229,2806499.65,LM4369,20,20-Apr,W035,303046774,Ramrepur Pandeypur,21,Tower,06-11-2018,Ramareypur,Varunapar,Other
701158.8502,2806509.593,LM4370,17,17-Feb,W035,303046855,Ramrepur Pandeypur,8,Park,09-11-2018,Ramareypur,Varunapar,Park/Garden
701222.4427,2806613.742,LM4371,10,10-Jan,W035,303047441,Ramrepur Pandeypur,10,John Dewey Academy,14-11-2018,Ramareypur,Varunapar,Education
700899.8124,2806577.218,LM4372,10,10-Feb,W035,303047160,Ramrepur Pandeypur,10,Munsi Premchand Inter College,09-11-2018,Ramareypur,Varunapar,Education
701693.4947,2806648.38,LM4373,16,16-Jan,W035,303047476,Ramrepur Pandepur,3,Shammo Mata Mandir,17-11-2018,Ramareypur,Varunapar,Religious Structures
701567.244,2806649.319,LM4374,10,10-Jan,W035,303047562,Ramrepur Pandepur,10,Sant Radhe Shyam Juniear High School,17-11-2018,Ramareypur,Varunapar,Education
700960.6959,2806418.411,LM4375,10,10-Jan,W035,302046424,Ramrepur Pandeypur,10,LG Public School,09-11-2018,Ramareypur,Varunapar,Education
700932.0409,2806480.943,LM4376,7,07-Jul,W035,303046612,Ramrepur Pandeypur,21,Satvik Vatika,09-11-2018,Ramareypur,Varunapar,Residential
699545.9096,2806307.199,LM4377,16,16-Jan,W035,303045894,Anaula,3,Shiv Mandir,01-06-2019,Ramareypur,Varunapar,Religious Structures
700434.2533,2806443.337,LM4378,17,17-Feb,W035,303046479,Pandeypur,8,Park,12-11-2018,Ramareypur,Varunapar,Park/Garden
700480.3157,2806485.15,LM4379,7,07-Jul,W035,303046527,Ramrepur Pandeypur,21,Ashirwad Marriage Lawn,12-11-2018,Ramareypur,Varunapar,Commercial / Non-Residential
700522.003,2806438.908,LM4380,15,15-Feb,W035,303046527,Ramrepur Pandeypur,6,Anand Dharmashala,12-11-2018,Ramareypur,Varunapar,Religious Structures
700513.6841,2806432.948,LM4381,6,06-Jan,W035,303046527,Ramrepur Pandeypur,21,Aashirwad Bhawan,12-11-2018,Ramareypur,Varunapar,Residential
700820.8676,2806368.999,LM4382,16,16-Jan,W035,303046060,Ramrepur Pandeypur,3,Chousa mata Mandir,11-03-2018,Ramareypur,Varunapar,Religious Structures
700825.5024,2806383.25,LM4383,16,16-Jan,W035,303046060,Ramrepur Pandeypur,3,Temple,13-11-2018,Ramareypur,Varunapar,Religious Structures
701667.6751,2806723.286,LM4384,16,16-Jan,W035,303047912,Ramrepur Pandepur,21,Kashi Vishwaeshwar Mahadev,17-11-2018,Ramareypur,Varunapar,Other
701506.9263,2806888.202,LM4385,6,06-Jan,W035,303048584,Ramreypur,21,Singh Bhawn,15-11-2018,Ramareypur,Varunapar,Residential
701690.6035,2805882.168,LM4386,12,12-Jan,W035,302043891,Pandeypur,21,LIC of India,12-03-2018,Ramareypur,Varunapar,Govt. Properties
701795.4635,2805946.33,LM4387,17,17-Jan,W035,303044226,Akatha,21,Pahariya Udhyan,11-09-2018,Ramareypur,Varunapar,Residential
701702.2702,2806263.597,LM4388,7,Jul-14,W035,303045589,Daultpur Pandeypur,20,Pahariya Sabji Mandi,11-03-2018,Ramareypur,Varunapar,Commercial / Non-Residential
701475.215,2806302.652,LM4389,5,05-Oct,W035,303045850,Ramrepur Pandepur,21,Kuwa,11-05-2018,Ramareypur,Varunapar,Well
701432.0836,2806366.456,LM4390,15,15-25,W035,303046308,Ramrepur Pandepur,8,Toilets,11-05-2018,Ramareypur,Varunapar,Toilet
701424.3958,2806366.753,LM4391,15,15-25,W035,303046308,Ramrepur Pandepur,8,Toilets,11-05-2018,Ramareypur,Varunapar,Toilet
701464.8225,2806471.923,LM4392,10,10-Jan,W035,303046580,Ramrepur Pandepur,10,K P Memorieal English School,11-05-2018,Ramareypur,Varunapar,Education
701549.8226,2806420.752,LM4393,16,16-Jan,W035,303046338,Ramrepur Pandepur,3,Chauraha Mata Mandir,11-06-2018,Ramareypur,Varunapar,Religious Structures
701281.0256,2806487.67,LM4394,20,20-Apr,W035,303046748,Ramrepur Pandeypur,21,Jio Tower,09-11-2018,Ramareypur,Varunapar,Other
701272.6674,2806548.108,LM4395,10,10-Jan,W035,303046969,Ramrepur Pandepur,10,Bharat Bhushan English School,11-05-2018,Ramareypur,Varunapar,Education
701756.7219,2806863.928,LM4396,7,07-Jul,W035,303048774,Akatha,21,Jankey Vatika,11-09-2018,Ramareypur,Varunapar,Residential
700547.622,2806730.293,LM4397,11,11-May,W035,302048140,Ramarepur,21,Rajkiya Ayurvedic Chikitsalaya,19-11-2018,Ramareypur,Varunapar,Hospital
700948.197,2806755.936,LM4398,11,11-Feb,W035,303048367,Ramrepur Pandeypur,21,Apeksha Hospital,14-11-2018,Ramareypur,Varunapar,Hospital
701185.4659,2806879.101,LM4399,16,16-Jan,W035,303048802,Ramreypur,3,Sridhi Baba Mandir,14-11-2018,Ramareypur,Varunapar,Religious Structures
701124.8887,2806870.866,LM4400,16,16-Jan,W035,303048563,Ramrepur Pandepur,3,Dihh Baba Mandir,14-11-2018,Ramareypur,Varunapar,Religious Structures
700938.1458,2806652.71,LM4401,7,07-Jul,W035,302047708,Ramrepur Pandeypur,21,Maharaja Lawn,14-11-2018,Ramareypur,Varunapar,Commercial / Non-Residential
700652.6581,2806655.786,LM4402,6,06-Jan,W035,303047765,Ramarepur,21,Sweta Anurag,19-11-2018,Ramareypur,Varunapar,Residential
700545.9062,2806625.93,LM4403,16,16-Jan,W035,302047447,Ramarepur,3,Hanuman Mandir,19-11-2018,Ramareypur,Varunapar,Religious Structures
700528.6071,2806603.632,LM4404,6,06-Jan,W035,302047447,Ramarepur,21,Kala Bhawan,19-11-2018,Ramareypur,Varunapar,Residential
700923.3874,2806602.126,LM4405,6,06-Feb,W035,303047160,Ramrepur Pandeypur,21,Rudra Janki Vihar Appartment,09-11-2018,Ramareypur,Varunapar,Residential
700964.5596,2806736.138,LM4406,16,16-Jan,W035,302048009,Ramrepur Pandeypur,3,Shiv Temple,14-11-2018,Ramareypur,Varunapar,Religious Structures
700977.2144,2806721.505,LM4407,16,16-Jan,W035,302047932,Ramrepur Pandeypur,3,Durga Hanuman Mandir,14-11-2018,Ramareypur,Varunapar,Religious Structures
700797.9722,2806837.479,LM4408,6,06-Jan,W035,303048480,Ramarepur,21,Shree Kant Rai UPP,19-11-2018,Ramareypur,Varunapar,Residential
700940.1616,2806686.246,LM4409,7,07-Jul,W035,303048012,Ramrepur Pandeypur,21,Geeta Utsav Vatika,14-11-2018,Ramareypur,Varunapar,Residential
700335.8291,2806615.991,LM4410,6,06-Jan,W035,303047396,Ramarepur,21,Vijay Niwas,19-11-2018,Ramareypur,Varunapar,Residential
700286.6507,2806631.495,LM4411,6,06-Jan,W035,303047395,Ramarepur,21,Rudra Bhawan,19-11-2018,Ramareypur,Varunapar,Residential
700348.5712,2806661.01,LM4412,16,16-Feb,W035,303047396,Ramarepur,4,Mosque,19-11-2018,Ramareypur,Varunapar,Religious Structures
699936.535,2806800.112,LM4413,16,16-Jan,W035,303048892,Ramarepur,10,Janki Vidya Mandir Anaula Varanasi,12-04-2018,Ramareypur,Varunapar,Education
699935.8861,2806788.273,LM4414,10,10-Jan,W035,303048185,Ramarepur,10,JVM School,12-04-2018,Ramareypur,Varunapar,Education
699589.8978,2806815.718,LM4415,16,16-Jan,W035,303048444,Anaula,3,Temple,01-06-2019,Ramareypur,Varunapar,Religious Structures
701734.76,2805936.756,LM4416,18,18-01-2002,W035,303044401,Akatha,9,Pump House Park,11-09-2018,Ramareypur,Varunapar,Park/Garden
701704.7863,2805960.974,LM4417,13,13-Feb,W035,303044401,Pandeypur,21,Vikash Pradhikaran Awash,12-03-2018,Ramareypur,Varunapar,Govt. Properties
701141.9653,2806038.265,LM4418,17,17-Feb,W035,303044628,Daultpur Pandeypur,8,Park,11-01-2018,Ramareypur,Varunapar,Park/Garden
701222.7801,2806067,LM4419,7,Jul-14,W035,303044842,Daultpur Pandeypur,20,Varanasi Mandi,11-01-2018,Ramareypur,Varunapar,Govt. Properties
700874.2798,2806139.829,LM4420,10,10-Jan,W035,302045191,Pandeypur Road Daulatpur,10,Varanasi Public School,10-01-2018,Ramareypur,Varunapar,Education
701551.8846,2806096.555,LM4421,7,Jul-14,W035,303045182,Daultpur Pandeypur,20,Pahariya Sabji Mandi,11-03-2018,Ramareypur,Varunapar,Govt. Properties
701002.1244,2806182.334,LM4422,11,11-Feb,W035,303045325,Daultpur Pandeypur,21,Meditech Private Limited Hospital,11-01-2018,Ramareypur,Varunapar,Hospital
700899.8096,2806222.164,LM4423,15,15-31,W035,302045593,Daultpur Pandeypur,21,S.B.I ATM,11-03-2018,Ramareypur,Varunapar,ATM
700902.9377,2806252.135,LM4424,15,15-Feb,W035,303045626,Daultpur Pandeypur,21,Panjab National Bank,11-01-2018,Ramareypur,Varunapar,Bank
700905.3621,2806243.704,LM4425,15,15-31,W035,302045593,Daultpur Pandeypur,21,PNB ATM,11-01-2018,Ramareypur,Varunapar,ATM
700157.7908,2806601.712,LM4426,16,16-Jan,W035,303047199,Ramarepur,3,Shiv Mandir,19-11-2018,Ramareypur,Varunapar,Religious Structures
699804.4329,2806638.107,LM4427,6,06-Jan,W035,303047492,Ramarepur,21,Mina Niwas,12-04-2018,Ramareypur,Varunapar,Residential
700566.6827,2806116.438,LM4428,16,16-Jan,W035,303044907,Lalpur Road Pandeypur,3,Temple,31-10-2018,Ramareypur,Varunapar,Religious Structures
700557.4413,2806243.342,LM4429,16,16-Jan,W035,302045796,Lalpur Road Pandeypur,3,Brahma Baba Temple,31-10-2018,Ramareypur,Varunapar,Religious Structures
700674.5157,2806331,LM4430,10,10-Jan,W035,303047151,Ramrepur Pandeypur,10,Lucky Star Convent School,13-11-2018,Ramareypur,Varunapar,Education
700755.3681,2806275.829,LM4431,10,10-Jan,W035,303045622,Lalpur Road Pandepur,10,Gouro Niketan Public School,31-10-2018,Ramareypur,Varunapar,Education
700324.8159,2806338.755,LM4432,10,10-Jun,W035,303046088,Pandeypur,10,AVI Global Education Hub,11-03-2018,Ramareypur,Varunapar,Education
700359.8944,2806250.056,LM4433,10,10-Jan,W035,303045766,Pandeypur,10,Sakshya Gurukul School,26-10-2018,Ramareypur,Varunapar,Education
700155.9061,2806266.53,LM4434,10,10-Jan,W035,303045729,Pandeypur,21,Arcadian Public School,27-10-2018,Ramareypur,Varunapar,Education
699792.8383,2806371.119,LM4435,16,16-Jan,W035,303046114,Pandeypur,3,Shiv Mandir,28-10-2018,Ramareypur,Varunapar,Religious Structures
700214.9333,2806429.515,LM4436,16,16-Jan,W035,303046379,Pandeypur,3,Shiv Temple,27-10-2018,Ramareypur,Varunapar,Religious Structures
700371.74,2806417.68,LM4437,17,17-Feb,W035,303046381,Pandeypur,8,Park,27-10-2018,Ramareypur,Varunapar,Park/Garden
699708.8989,2806464.02,LM4438,17,17-Jan,W035,303046902,Pandeypur,21,Bagicha,28-10-2018,Ramareypur,Varunapar,Park/Garden
700176.9558,2806261.374,LM4439,6,06-Feb,W035,303045729,Pandeypur,21,Apartment,26-10-2018,Ramareypur,Varunapar,Residential
700427.9442,2806513.723,LM4440,10,10-Jan,W035,303046991,Pandeypur,10,SVM School,27-10-2018,Ramareypur,Varunapar,Education
700387.8496,2806510.582,LM4441,16,16-Jan,W035,303046788,Pandeypur,3,Sankata Mandir,27-10-2018,Ramareypur,Varunapar,Religious Structures
701488.4085,2806375.576,LM4442,5,05-Oct,W035,303046119,Ramrepur Pandepur,21,Kuwa,11-05-2018,Ramareypur,Varunapar,Well
701676.5291,2807337.736,LM4443,6,06-Jan,W035,303050494,Ramarepur,21,Shayam Kunj,17-11-2018,Ramareypur,Varunapar,Religious Structures
701296.8315,2805657.297,LM4444,6,06-Jan,W035,303042816,Pandeypur (Vikash Colony),21,Ma Sundari Kunj,29-10-2018,Ramareypur,Varunapar,Religious Structures
701437.8533,2805611.441,LM4445,15,15-Feb,W035,302042598,Pandeypur,21,Axis Bank,29-10-2018,Ramareypur,Varunapar,Bank
701488.5976,2805654.807,LM4446,7,07-Jan,W035,302043131,Pandeypur,21,Sarkari desi Sarab Ki Dukan,29-10-2018,Ramareypur,Varunapar,Commercial / Non-Residential
701533.8198,2805711.617,LM4447,7,07-Jan,W035,302043131,Pandeypur,21,Seat Shope,29-10-2018,Ramareypur,Varunapar,Govt. Properties
701518.4439,2805731.189,LM4448,15,15-May,W035,302043222,Pandeypur,14,Police Station Pahariya Thana Cantt,12-03-2018,Ramareypur,Varunapar,Police Station
701476.7494,2805705.441,LM4449,11,11-Feb,W035,302043131,Pandeypur,21,World Green Hospitality Pvt.LTD,12-03-2018,Ramareypur,Varunapar,Hospital
701412.7871,2805779.771,LM4450,15,15-25,W035,303043525,Pandeypur,8,SBM Toilet,11-03-2018,Ramareypur,Varunapar,Toilet
701581.2829,2805786.298,LM4451,15,15-Feb,W035,302043354,Pandeypur,7,Central Bank of India,11-03-2018,Ramareypur,Varunapar,Bank
701494.5779,2805832.235,LM4452,16,16-Jan,W035,303043525,Pandeypur,3,Durga Mata Mandir,12-04-2018,Ramareypur,Varunapar,Religious Structures
701377.4513,2805834.852,LM4453,33,33-19,W035,303043525,Pandeypur,7,CRPF 95 Mukhyalay,12-03-2018,Ramareypur,Varunapar,Govt. Properties
701558.3535,2805843.372,LM4454,7,Jul-14,W035,302043543,Pandeypur,20,Lal Bahadur Shastri Mandi,12-03-2018,Ramareypur,Varunapar,Govt. Properties
701558.5545,2805816.341,LM4455,7,Jul-14,W035,302043222,Pandeypur,13,Paharia Mandi Post Office,11-03-2018,Ramareypur,Varunapar,Govt. Properties
701376.325,2805966.798,LM4456,16,16-Jan,W035,303044422,Pandeypur,3,Shiv Mandir,12-03-2018,Ramareypur,Varunapar,Religious Structures
701562.0447,2806052.285,LM4457,7,Jul-14,W035,303045182,Daultpur Pandeypur,20,Paharia Fruit Market,11-03-2018,Ramareypur,Varunapar,Govt. Properties
701517.1253,2806023.028,LM4458,15,15-Feb,W035,303044972,Daultpur Pandeypur,21,HDFC Bank,11-03-2018,Ramareypur,Varunapar,Bank
701413.8664,2805615.578,LM4459,6,06-Jan,W035,303042785,Pandeypur,21,SAI Sadan,29-10-2018,Ramareypur,Varunapar,Residential
704589.9488,2808936.739,LM4460,16,16-Jan,W033,303052228,Baraipur,3,Temple,19-11-2018,Sarnath,Varunapar,Religious Structures
704534.9367,2808997.167,LM4461,6,06-Jan,W033,303052227,Baraipur,21,Pradhanmantri Awas Yojna,26-10-2018,Sarnath,Varunapar,Residential
704343.2234,2809059.876,LM4462,10,10-Jun,W033,303052236,Khajuhi,10,Monastic Institute,26-10-2018,Sarnath,Varunapar,Commercial / Non-Residential
704277.7064,2809295.711,LM4463,16,16-Jan,W033,303052422,Khajuhi,3,Temple,19-11-2018,Sarnath,Varunapar,Religious Structures
704492.4625,2809336.462,LM4464,6,06-Jan,W033,303052404,Khajuhi,21,Shanti Kunj,19-11-2018,Sarnath,Varunapar,Religious Structures
704561.5249,2809303.725,LM4465,16,16-Jan,W033,303052404,Khajuhi,3,Temple,19-11-2018,Sarnath,Varunapar,Religious Structures
704430.1179,2809326.086,LM4466,16,16-Jan,W033,303052405,Khajuhi,3,Temple,19-11-2018,Sarnath,Varunapar,Religious Structures
704386.1431,2809136.737,LM4467,16,16-Jan,W033,303052344,Khajuhi,2,Sarnath Mandir,19-11-2018,Sarnath,Varunapar,Religious Structures
704406.4687,2809145.732,LM4468,6,06-Jan,W033,303052344,Khajuhi,21,Pradhanmantri Awas Yojna,26-10-2018,Sarnath,Varunapar,Residential
704533.5249,2809009.882,LM4469,6,06-Jan,W033,303052227,Baraipur,21,Pradhanmantri Awas Yojna,26-10-2018,Sarnath,Varunapar,Residential
704536.8082,2808982.691,LM4470,6,06-Jan,W033,303052227,Baraipur,21,Pradhanmantri Awas Yojna,26-10-2018,Sarnath,Varunapar,Residential
703124.1143,2808963.619,LM4471,10,10-Feb,W033,303052300,Ghurahupur,10,Universal Education Inter College,19-11-2018,Sarnath,Varunapar,Education
703308.0765,2809078.065,LM4472,12,12-Jan,W033,303052331,Singhpur,7,B.S.N.L Office,19-11-2018,Sarnath,Varunapar,Govt. Properties
703097.8993,2809088.249,LM4473,10,10-Jan,W033,303052301,Singhpur,10,Universal Education School,19-11-2018,Sarnath,Varunapar,Education
703308.1218,2809219.092,LM4474,10,10-Feb,W033,303052303,Singhpur,10,Shri Sankat Mochan Inter College,19-11-2018,Sarnath,Varunapar,Education
702936.2059,2809315.498,LM4475,10,10-Jan,W033,303052401,Singhpur,21,P & P Madhyamik Vidyalaya Ashapur sarnath,19-11-2018,Sarnath,Varunapar,Education
703232.5227,2808984.673,LM4476,17,17-16,W033,303052196,Ghurahupur,21,Vyayam Shala,19-11-2018,Sarnath,Varunapar,Commercial / Non-Residential
704119.5834,2808568.17,LM4477,16,16-Jun,W033,302051909,Baraipur,6,The Chinese Buddhist Monastery,19-11-2018,Sarnath,Varunapar,Education
704216.7968,2808629.725,LM4478,10,10-Jan,W033,303052137,Baraipur,10,Kasturba Gandhi Balika Vidyalay,19-11-2018,Sarnath,Varunapar,Education
704575.2687,2808672.954,LM4479,16,16-Jun,W033,303052135,Baraipur,6,Mathars Sadaft Dair Asharam,19-11-2018,Sarnath,Varunapar,Religious Structures
704621.4737,2808833.91,LM4480,18,18-04-2002,W033,303052228,Baraipur,7,33/11 KV Vidhut Upkender Sarnath,19-11-2018,Sarnath,Varunapar,Govt. Properties
704002.7107,2808524.815,LM4481,7,07-Apr,W033,302051925,Baraipur,16,Vaishali Hotel & Restaurant,19-11-2018,Sarnath,Varunapar,Hotel
704202.7523,2808836.941,LM4482,16,16-Jan,W033,303052142,Baraipur,3,Temple,19-11-2018,Sarnath,Varunapar,Religious Structures
704197.6214,2808868.385,LM4483,16,16-Jan,W033,303052151,Baraipur,3,Hanuman Mandir,19-11-2018,Sarnath,Varunapar,Religious Structures
704639.2897,2808734.288,LM4484,16,16-Jan,W033,303052228,Baraipur,3,Temple,19-11-2018,Sarnath,Varunapar,Religious Structures
703958.6819,2808420.604,LM4485,12,12-Jan,W033,302051896,Ganj,7,Daak Ghar,19-11-2018,Sarnath,Varunapar,Govt. Properties
703962.7994,2808453.361,LM4486,11,11-Jun,W033,302051896,Ganj,21,Prathmik Swasth Kendra,19-11-2018,Sarnath,Varunapar,Education
704118.4612,2808452.223,LM4487,15,15-Sep,W033,302051909,Baraipur,16,Shavani Guest House,19-11-2018,Sarnath,Varunapar,Hotel
704150.2012,2808407.93,LM4488,10,10-Feb,W033,302051909,Baraipur,10,Maha Bodhi Inter College,19-11-2018,Sarnath,Varunapar,Education
704216.3852,2808344.798,LM4489,13,13-Jan,W033,303051861,Baraipur,14,Thana,19-11-2018,Sarnath,Varunapar,Govt. Properties
704037.9891,2808387.22,LM4490,15,15-Dec,W033,303051809,Baraipur,21,Sarnath Rahi Tourist Bungalow,19-11-2018,Sarnath,Varunapar,Commercial / Non-Residential
703960.0468,2808506.348,LM4491,15,15-Nov,W033,302051921,Ganj,6,Mahabodhi Dharmshala Sarnath,19-11-2018,Sarnath,Varunapar,Religious Structures
703890.4291,2808365.907,LM4492,20,20-Apr,W033,303051832,Ganj,21,Tower,19-11-2018,Sarnath,Varunapar,Other
703329.4999,2807972.774,LM4493,10,10-Jan,W033,303051474,Ganj,10,St. George's Preparatory School,10-11-2018,Sarnath,Varunapar,Education
703058.8103,2808141.485,LM4494,16,16-Jan,W033,303051610,Prashurampur,3,Duhi Mahi Mandir,19-11-2018,Sarnath,Varunapar,Religious Structures
702949.6278,2808111.933,LM4495,21,21-Jan,W033,303051573,Prashurampur,6,Indian Baudh parsichar sarnath varanasi,19-11-2018,Sarnath,Varunapar,Other
703508.7724,2807912.845,LM4496,16,16-Jun,W033,303051321,Ganj,21,Chaukhandi Stupa,11-10-2018,Sarnath,Varunapar,Other
703420.1558,2808317.648,LM4497,16,16-Jan,W033,303051892,Ganj,3,Religious,11-12-2018,Sarnath,Varunapar,Religious Structures
702755.5372,2807871.454,LM4498,16,16-Jan,W033,303051352,Prashurampur,3,Durga Mata Mandir,11-11-2018,Sarnath,Varunapar,Religious Structures
703214.9152,2808269.111,LM4499,15,15-Sep,W033,303051739,Ganj,16,Samarpan Paying Guest House,19-11-2018,Sarnath,Varunapar,Hotel
702767.3748,2808116.167,LM4500,16,16-Jan,W033,303051570,Prashurampur,3,Budh Mandir,19-11-2018,Sarnath,Varunapar,Religious Structures
702446.8743,2808028.619,LM4501,16,16-Jan,W033,303051504,Prashurampur,3,Shiv Mandir,19-11-2018,Sarnath,Varunapar,Religious Structures
702504.6514,2808047.19,LM4502,6,06-Jan,W033,303051546,Prashurampur,10,Prathamik vidhyalay,19-11-2018,Sarnath,Varunapar,Education
702015.7121,2808071.793,LM4503,10,10-Jan,W033,303051585,Prashurampur,10,Raj English School,04-11-2018,Sarnath,Varunapar,Education
702084.7891,2808090.124,LM4504,10,10-Jan,W033,303051585,Prashurampur,10,Raj English School,04-11-2018,Sarnath,Varunapar,Education
701994.088,2808248.026,LM4505,16,16-Jan,W033,303051751,Prashurampur,3,Hanuman Mandir,04-11-2018,Sarnath,Varunapar,Religious Structures
703755.5887,2807381.088,LM4506,6,06-Jan,W033,302050509,Ganj,21,Gokul Nikunj,11-10-2018,Sarnath,Varunapar,Religious Structures
703491.4176,2807302.464,LM4507,6,06-Jan,W033,303050554,Ganj,21,Mata pag upavan,11-10-2018,Sarnath,Varunapar,Park/Garden
703778.367,2807673.287,LM4508,16,16-Aug,W033,302051186,Ganj,21,Maharaja Suheldev Smarak,11-11-2018,Sarnath,Varunapar,Other
